"race","income","icon","gender","familyType","education"
"latino","inc350375",0,"woman","singlewithDependent","someCollege"
"other","inc350375",0,"woman","singlewithDependent","someCollege"
"white","inc350375",0,"man","Couple","someCollege"
"black","inc350375",0,"man","Couple","someCollege"
"latino","inc350375",0,"man","Couple","someCollege"
"other","inc350375",0,"man","Couple","someCollege"
"white","inc350375",0,"woman","Couple","someCollege"
"black","inc350375",0,"woman","Couple","someCollege"
"latino","inc350375",0,"woman","Couple","someCollege"
"other","inc350375",0,"woman","Couple","someCollege"
"white","inc350375",0,"man","single","BA"
"black","inc350375",0,"man","single","BA"
"latino","inc350375",0,"man","single","BA"
"other","inc350375",0,"man","single","BA"
"white","inc350375",0,"woman","single","BA"
"black","inc350375",0,"woman","single","BA"
"latino","inc350375",0,"woman","single","BA"
"other","inc350375",0,"woman","single","BA"
"white","inc350375",0,"man","singlewithDependent","BA"
"black","inc350375",0,"man","singlewithDependent","BA"
"latino","inc350375",0,"man","singlewithDependent","BA"
"other","inc350375",0,"man","singlewithDependent","BA"
"white","inc350375",0,"woman","singlewithDependent","BA"
"black","inc350375",0,"woman","singlewithDependent","BA"
"latino","inc350375",0,"woman","singlewithDependent","BA"
"other","inc350375",0,"woman","singlewithDependent","BA"
"white","inc350375",1,"man","Couple","BA"
"black","inc350375",0,"man","Couple","BA"
"latino","inc350375",0,"man","Couple","BA"
"other","inc350375",0,"man","Couple","BA"
"white","inc350375",1,"woman","Couple","BA"
"black","inc350375",0,"woman","Couple","BA"
"latino","inc350375",0,"woman","Couple","BA"
"other","inc350375",0,"woman","Couple","BA"
"white","inc350375",0,"man","single","grad"
"black","inc350375",0,"man","single","grad"
"latino","inc350375",0,"man","single","grad"
"other","inc350375",0,"man","single","grad"
"white","inc350375",0,"woman","single","grad"
"black","inc350375",0,"woman","single","grad"
"latino","inc350375",0,"woman","single","grad"
"other","inc350375",0,"woman","single","grad"
"white","inc350375",0,"man","singlewithDependent","grad"
"black","inc350375",0,"man","singlewithDependent","grad"
"latino","inc350375",0,"man","singlewithDependent","grad"
"other","inc350375",0,"man","singlewithDependent","grad"
"white","inc350375",0,"woman","singlewithDependent","grad"
"black","inc350375",0,"woman","singlewithDependent","grad"
"latino","inc350375",0,"woman","singlewithDependent","grad"
"other","inc350375",0,"woman","singlewithDependent","grad"
"white","inc350375",1,"man","Couple","grad"
"black","inc350375",0,"man","Couple","grad"
"latino","inc350375",0,"man","Couple","grad"
"other","inc350375",0,"man","Couple","grad"
"white","inc350375",1,"woman","Couple","grad"
"black","inc350375",0,"woman","Couple","grad"
"latino","inc350375",0,"woman","Couple","grad"
"other","inc350375",0,"woman","Couple","grad"
"white","inc375400",0,"man","single","noHS"
"black","inc375400",0,"man","single","noHS"
"latino","inc375400",0,"man","single","noHS"
"other","inc375400",0,"man","single","noHS"
"white","inc375400",0,"woman","single","noHS"
"black","inc375400",0,"woman","single","noHS"
"latino","inc375400",0,"woman","single","noHS"
"other","inc375400",0,"woman","single","noHS"
"white","inc375400",0,"man","singlewithDependent","noHS"
"black","inc375400",0,"man","singlewithDependent","noHS"
"latino","inc375400",0,"man","singlewithDependent","noHS"
"other","inc375400",0,"man","singlewithDependent","noHS"
"white","inc375400",0,"woman","singlewithDependent","noHS"
"black","inc375400",0,"woman","singlewithDependent","noHS"
"latino","inc375400",0,"woman","singlewithDependent","noHS"
"other","inc375400",0,"woman","singlewithDependent","noHS"
"white","inc375400",0,"man","Couple","noHS"
"black","inc375400",0,"man","Couple","noHS"
"latino","inc375400",0,"man","Couple","noHS"
"other","inc375400",0,"man","Couple","noHS"
"white","inc375400",0,"woman","Couple","noHS"
"black","inc375400",0,"woman","Couple","noHS"
"latino","inc375400",0,"woman","Couple","noHS"
"other","inc375400",0,"woman","Couple","noHS"
"white","inc375400",0,"man","single","HS"
"black","inc375400",0,"man","single","HS"
"latino","inc375400",0,"man","single","HS"
"other","inc375400",0,"man","single","HS"
"white","inc375400",0,"woman","single","HS"
"black","inc375400",0,"woman","single","HS"
"latino","inc375400",0,"woman","single","HS"
"other","inc375400",0,"woman","single","HS"
"white","inc375400",0,"man","singlewithDependent","HS"
"black","inc375400",0,"man","singlewithDependent","HS"
"latino","inc375400",0,"man","singlewithDependent","HS"
"other","inc375400",0,"man","singlewithDependent","HS"
"white","inc375400",0,"woman","singlewithDependent","HS"
"black","inc375400",0,"woman","singlewithDependent","HS"
"latino","inc375400",0,"woman","singlewithDependent","HS"
"other","inc375400",0,"woman","singlewithDependent","HS"
"white","inc375400",0,"man","Couple","HS"
"black","inc375400",0,"man","Couple","HS"
"latino","inc375400",0,"man","Couple","HS"
"other","inc375400",0,"man","Couple","HS"
"white","inc375400",0,"woman","Couple","HS"
"black","inc375400",0,"woman","Couple","HS"
"latino","inc375400",0,"woman","Couple","HS"
"other","inc375400",0,"woman","Couple","HS"
"white","inc375400",0,"man","single","someCollege"
"black","inc375400",0,"man","single","someCollege"
"latino","inc375400",0,"man","single","someCollege"
"other","inc375400",0,"man","single","someCollege"
"white","inc375400",0,"woman","single","someCollege"
"black","inc375400",0,"woman","single","someCollege"
"latino","inc375400",0,"woman","single","someCollege"
"other","inc375400",0,"woman","single","someCollege"
"white","inc375400",0,"man","singlewithDependent","someCollege"
"black","inc375400",0,"man","singlewithDependent","someCollege"
"latino","inc375400",0,"man","singlewithDependent","someCollege"
"other","inc375400",0,"man","singlewithDependent","someCollege"
"white","inc375400",0,"woman","singlewithDependent","someCollege"
"black","inc375400",0,"woman","singlewithDependent","someCollege"
"latino","inc375400",0,"woman","singlewithDependent","someCollege"
"other","inc375400",0,"woman","singlewithDependent","someCollege"
"white","inc375400",0,"man","Couple","someCollege"
"black","inc375400",0,"man","Couple","someCollege"
"latino","inc375400",0,"man","Couple","someCollege"
"other","inc375400",0,"man","Couple","someCollege"
"white","inc375400",0,"woman","Couple","someCollege"
"black","inc375400",0,"woman","Couple","someCollege"
"latino","inc375400",0,"woman","Couple","someCollege"
"other","inc375400",0,"woman","Couple","someCollege"
"white","inc375400",0,"man","single","BA"
"black","inc375400",0,"man","single","BA"
"latino","inc375400",0,"man","single","BA"
"other","inc375400",0,"man","single","BA"
"white","inc375400",0,"woman","single","BA"
"black","inc375400",0,"woman","single","BA"
"latino","inc375400",0,"woman","single","BA"
"other","inc375400",0,"woman","single","BA"
"white","inc375400",0,"man","singlewithDependent","BA"
"black","inc375400",0,"man","singlewithDependent","BA"
"latino","inc375400",0,"man","singlewithDependent","BA"
"other","inc375400",0,"man","singlewithDependent","BA"
"white","inc375400",0,"woman","singlewithDependent","BA"
"black","inc375400",0,"woman","singlewithDependent","BA"
"latino","inc375400",0,"woman","singlewithDependent","BA"
"other","inc375400",0,"woman","singlewithDependent","BA"
"white","inc375400",0,"man","Couple","BA"
"black","inc375400",0,"man","Couple","BA"
"latino","inc375400",0,"man","Couple","BA"
"other","inc375400",0,"man","Couple","BA"
"white","inc375400",0,"woman","Couple","BA"
"black","inc375400",0,"woman","Couple","BA"
"latino","inc375400",0,"woman","Couple","BA"
"other","inc375400",0,"woman","Couple","BA"
"white","inc375400",0,"man","single","grad"
"black","inc375400",0,"man","single","grad"
"latino","inc375400",0,"man","single","grad"
"other","inc375400",0,"man","single","grad"
"white","inc375400",0,"woman","single","grad"
"black","inc375400",0,"woman","single","grad"
"latino","inc375400",0,"woman","single","grad"
"other","inc375400",0,"woman","single","grad"
"white","inc375400",0,"man","singlewithDependent","grad"
"black","inc375400",0,"man","singlewithDependent","grad"
"latino","inc375400",0,"man","singlewithDependent","grad"
"other","inc375400",0,"man","singlewithDependent","grad"
"white","inc375400",0,"woman","singlewithDependent","grad"
"black","inc375400",0,"woman","singlewithDependent","grad"
"latino","inc375400",0,"woman","singlewithDependent","grad"
"other","inc375400",0,"woman","singlewithDependent","grad"
"white","inc375400",1,"man","Couple","grad"
"black","inc375400",0,"man","Couple","grad"
"latino","inc375400",0,"man","Couple","grad"
"other","inc375400",0,"man","Couple","grad"
"white","inc375400",1,"woman","Couple","grad"
"black","inc375400",0,"woman","Couple","grad"
"latino","inc375400",0,"woman","Couple","grad"
"other","inc375400",0,"woman","Couple","grad"
"white","inc45",0,"man","single","noHS"
"black","inc45",0,"man","single","noHS"
"latino","inc45",0,"man","single","noHS"
"other","inc45",0,"man","single","noHS"
"white","inc45",0,"woman","single","noHS"
"black","inc45",0,"woman","single","noHS"
"latino","inc45",0,"woman","single","noHS"
"other","inc45",0,"woman","single","noHS"
"white","inc45",0,"man","singlewithDependent","noHS"
"black","inc45",0,"man","singlewithDependent","noHS"
"latino","inc45",0,"man","singlewithDependent","noHS"
"other","inc45",0,"man","singlewithDependent","noHS"
"white","inc45",0,"woman","singlewithDependent","noHS"
"black","inc45",0,"woman","singlewithDependent","noHS"
"latino","inc45",0,"woman","singlewithDependent","noHS"
"other","inc45",0,"woman","singlewithDependent","noHS"
"white","inc45",0,"man","Couple","noHS"
"black","inc45",0,"man","Couple","noHS"
"latino","inc45",0,"man","Couple","noHS"
"other","inc45",0,"man","Couple","noHS"
"white","inc45",0,"woman","Couple","noHS"
"black","inc45",0,"woman","Couple","noHS"
"latino","inc45",0,"woman","Couple","noHS"
"other","inc45",0,"woman","Couple","noHS"
"white","inc45",0,"man","single","HS"
"black","inc45",0,"man","single","HS"
"latino","inc45",0,"man","single","HS"
"other","inc45",0,"man","single","HS"
"white","inc45",0,"woman","single","HS"
"black","inc45",0,"woman","single","HS"
"latino","inc45",0,"woman","single","HS"
"other","inc45",0,"woman","single","HS"
"white","inc45",0,"man","singlewithDependent","HS"
"black","inc45",0,"man","singlewithDependent","HS"
"latino","inc45",0,"man","singlewithDependent","HS"
"other","inc45",0,"man","singlewithDependent","HS"
"white","inc45",0,"woman","singlewithDependent","HS"
"black","inc45",0,"woman","singlewithDependent","HS"
"latino","inc45",0,"woman","singlewithDependent","HS"
"other","inc45",0,"woman","singlewithDependent","HS"
"white","inc45",0,"man","Couple","HS"
"black","inc45",0,"man","Couple","HS"
"latino","inc45",0,"man","Couple","HS"
"other","inc45",0,"man","Couple","HS"
"white","inc45",1,"woman","Couple","HS"
"black","inc45",0,"woman","Couple","HS"
"latino","inc45",0,"woman","Couple","HS"
"other","inc45",0,"woman","Couple","HS"
"white","inc45",0,"man","single","someCollege"
"black","inc45",0,"man","single","someCollege"
"latino","inc45",0,"man","single","someCollege"
"other","inc45",0,"man","single","someCollege"
"white","inc45",0,"woman","single","someCollege"
"black","inc45",0,"woman","single","someCollege"
"latino","inc45",0,"woman","single","someCollege"
"other","inc45",0,"woman","single","someCollege"
"white","inc45",0,"man","singlewithDependent","someCollege"
"black","inc45",0,"man","singlewithDependent","someCollege"
"latino","inc45",0,"man","singlewithDependent","someCollege"
"other","inc45",0,"man","singlewithDependent","someCollege"
"white","inc45",0,"woman","singlewithDependent","someCollege"
"black","inc45",0,"woman","singlewithDependent","someCollege"
"latino","inc45",0,"woman","singlewithDependent","someCollege"
"other","inc45",0,"woman","singlewithDependent","someCollege"
"white","inc45",0,"man","Couple","someCollege"
"black","inc45",0,"man","Couple","someCollege"
"latino","inc45",0,"man","Couple","someCollege"
"other","inc45",0,"man","Couple","someCollege"
"white","inc45",0,"woman","Couple","someCollege"
"black","inc45",0,"woman","Couple","someCollege"
"latino","inc45",0,"woman","Couple","someCollege"
"other","inc45",0,"woman","Couple","someCollege"
"white","inc45",0,"man","single","BA"
"black","inc45",0,"man","single","BA"
"latino","inc45",0,"man","single","BA"
"other","inc45",0,"man","single","BA"
"white","inc45",0,"woman","single","BA"
"black","inc45",0,"woman","single","BA"
"latino","inc45",0,"woman","single","BA"
"other","inc45",0,"woman","single","BA"
"white","inc45",0,"man","singlewithDependent","BA"
"black","inc45",0,"man","singlewithDependent","BA"
"latino","inc45",0,"man","singlewithDependent","BA"
"other","inc45",0,"man","singlewithDependent","BA"
"white","inc45",0,"woman","singlewithDependent","BA"
"black","inc45",0,"woman","singlewithDependent","BA"
"latino","inc45",0,"woman","singlewithDependent","BA"
"other","inc45",0,"woman","singlewithDependent","BA"
"white","inc45",0,"man","Couple","BA"
"black","inc45",0,"man","Couple","BA"
"latino","inc45",0,"man","Couple","BA"
"other","inc45",0,"man","Couple","BA"
"white","inc45",0,"woman","Couple","BA"
"black","inc45",0,"woman","Couple","BA"
"latino","inc45",0,"woman","Couple","BA"
"other","inc45",0,"woman","Couple","BA"
"white","inc45",0,"man","single","grad"
"black","inc45",0,"man","single","grad"
"latino","inc45",0,"man","single","grad"
"other","inc45",0,"man","single","grad"
"white","inc45",0,"woman","single","grad"
"black","inc45",0,"woman","single","grad"
"latino","inc45",0,"woman","single","grad"
"other","inc45",0,"woman","single","grad"
"white","inc45",0,"man","singlewithDependent","grad"
"black","inc45",0,"man","singlewithDependent","grad"
"latino","inc45",0,"man","singlewithDependent","grad"
"other","inc45",0,"man","singlewithDependent","grad"
"white","inc45",0,"woman","singlewithDependent","grad"
"black","inc45",0,"woman","singlewithDependent","grad"
"latino","inc45",0,"woman","singlewithDependent","grad"
"other","inc45",0,"woman","singlewithDependent","grad"
"white","inc45",1,"man","Couple","grad"
"black","inc45",0,"man","Couple","grad"
"latino","inc45",0,"man","Couple","grad"
"other","inc45",0,"man","Couple","grad"
"white","inc45",0,"woman","Couple","grad"
"black","inc45",0,"woman","Couple","grad"
"latino","inc45",0,"woman","Couple","grad"
"other","inc45",0,"woman","Couple","grad"
"white","inc56",0,"man","single","noHS"
"black","inc56",0,"man","single","noHS"
"latino","inc56",0,"man","single","noHS"
"other","inc56",0,"man","single","noHS"
"white","inc56",0,"woman","single","noHS"
"black","inc56",0,"woman","single","noHS"
"latino","inc56",0,"woman","single","noHS"
"other","inc56",0,"woman","single","noHS"
"white","inc56",0,"man","singlewithDependent","noHS"
"black","inc56",0,"man","singlewithDependent","noHS"
"latino","inc56",0,"man","singlewithDependent","noHS"
"other","inc56",0,"man","singlewithDependent","noHS"
"white","inc56",0,"woman","singlewithDependent","noHS"
"black","inc56",0,"woman","singlewithDependent","noHS"
"latino","inc56",0,"woman","singlewithDependent","noHS"
"other","inc56",0,"woman","singlewithDependent","noHS"
"white","inc56",0,"man","Couple","noHS"
"black","inc56",0,"man","Couple","noHS"
"latino","inc56",0,"man","Couple","noHS"
"other","inc56",0,"man","Couple","noHS"
"white","inc56",0,"woman","Couple","noHS"
"black","inc56",0,"woman","Couple","noHS"
"latino","inc56",0,"woman","Couple","noHS"
"other","inc56",0,"woman","Couple","noHS"
"white","inc56",0,"man","single","HS"
"black","inc56",0,"man","single","HS"
"latino","inc56",0,"man","single","HS"
"other","inc56",0,"man","single","HS"
"white","inc56",0,"woman","single","HS"
"black","inc56",0,"woman","single","HS"
"latino","inc56",0,"woman","single","HS"
"other","inc56",0,"woman","single","HS"
"white","inc56",0,"man","singlewithDependent","HS"
"black","inc56",0,"man","singlewithDependent","HS"
"latino","inc56",0,"man","singlewithDependent","HS"
"other","inc56",0,"man","singlewithDependent","HS"
"white","inc56",0,"woman","singlewithDependent","HS"
"black","inc56",0,"woman","singlewithDependent","HS"
"latino","inc56",0,"woman","singlewithDependent","HS"
"other","inc56",0,"woman","singlewithDependent","HS"
"white","inc56",0,"man","Couple","HS"
"black","inc56",0,"man","Couple","HS"
"latino","inc56",0,"man","Couple","HS"
"other","inc56",0,"man","Couple","HS"
"white","inc56",0,"woman","Couple","HS"
"black","inc56",0,"woman","Couple","HS"
"latino","inc56",0,"woman","Couple","HS"
"other","inc56",0,"woman","Couple","HS"
"white","inc56",0,"man","single","someCollege"
"black","inc56",0,"man","single","someCollege"
"latino","inc56",0,"man","single","someCollege"
"other","inc56",0,"man","single","someCollege"
"white","inc56",0,"woman","single","someCollege"
"black","inc56",0,"woman","single","someCollege"
"latino","inc56",0,"woman","single","someCollege"
"other","inc56",0,"woman","single","someCollege"
"white","inc56",0,"man","singlewithDependent","someCollege"
"black","inc56",0,"man","singlewithDependent","someCollege"
"latino","inc56",0,"man","singlewithDependent","someCollege"
"other","inc56",0,"man","singlewithDependent","someCollege"
"white","inc56",0,"woman","singlewithDependent","someCollege"
"black","inc56",0,"woman","singlewithDependent","someCollege"
"latino","inc56",0,"woman","singlewithDependent","someCollege"
"other","inc56",0,"woman","singlewithDependent","someCollege"
"white","inc56",0,"man","Couple","someCollege"
"black","inc56",0,"man","Couple","someCollege"
"latino","inc56",0,"man","Couple","someCollege"
"other","inc56",0,"man","Couple","someCollege"
"white","inc56",0,"woman","Couple","someCollege"
"black","inc56",0,"woman","Couple","someCollege"
"latino","inc56",0,"woman","Couple","someCollege"
"other","inc56",0,"woman","Couple","someCollege"
"white","inc56",0,"man","single","BA"
"black","inc56",0,"man","single","BA"
"latino","inc56",0,"man","single","BA"
"other","inc56",0,"man","single","BA"
"white","inc56",0,"woman","single","BA"
"black","inc56",0,"woman","single","BA"
"latino","inc56",0,"woman","single","BA"
"other","inc56",0,"woman","single","BA"
"white","inc56",0,"man","singlewithDependent","BA"
"black","inc56",0,"man","singlewithDependent","BA"
"latino","inc56",0,"man","singlewithDependent","BA"
"other","inc56",0,"man","singlewithDependent","BA"
"white","inc56",0,"woman","singlewithDependent","BA"
"black","inc56",0,"woman","singlewithDependent","BA"
"latino","inc56",0,"woman","singlewithDependent","BA"
"other","inc56",0,"woman","singlewithDependent","BA"
"white","inc56",0,"man","Couple","BA"
"black","inc56",0,"man","Couple","BA"
"latino","inc56",0,"man","Couple","BA"
"other","inc56",0,"man","Couple","BA"
"white","inc56",0,"woman","Couple","BA"
"black","inc56",0,"woman","Couple","BA"
"latino","inc56",0,"woman","Couple","BA"
"other","inc56",0,"woman","Couple","BA"
"white","inc56",1,"man","single","grad"
"black","inc56",0,"man","single","grad"
"latino","inc56",0,"man","single","grad"
"other","inc56",0,"man","single","grad"
"white","inc56",0,"woman","single","grad"
"black","inc56",0,"woman","single","grad"
"latino","inc56",0,"woman","single","grad"
"other","inc56",0,"woman","single","grad"
"white","inc56",0,"man","singlewithDependent","grad"
"black","inc56",0,"man","singlewithDependent","grad"
"latino","inc56",0,"man","singlewithDependent","grad"
"other","inc56",0,"man","singlewithDependent","grad"
"white","inc56",0,"woman","singlewithDependent","grad"
"black","inc56",0,"woman","singlewithDependent","grad"
"latino","inc56",0,"woman","singlewithDependent","grad"
"other","inc56",0,"woman","singlewithDependent","grad"
"white","inc56",0,"man","Couple","grad"
"black","inc56",0,"man","Couple","grad"
"latino","inc56",0,"man","Couple","grad"
"other","inc56",0,"man","Couple","grad"
"white","inc56",0,"woman","Couple","grad"
"black","inc56",0,"woman","Couple","grad"
"latino","inc56",0,"woman","Couple","grad"
"other","inc56",0,"woman","Couple","grad"
"white","inc67",0,"man","single","noHS"
"black","inc67",0,"man","single","noHS"
"latino","inc67",0,"man","single","noHS"
"other","inc67",0,"man","single","noHS"
"white","inc67",0,"woman","single","noHS"
"black","inc67",0,"woman","single","noHS"
"latino","inc67",0,"woman","single","noHS"
"other","inc67",0,"woman","single","noHS"
"white","inc67",0,"man","singlewithDependent","noHS"
"black","inc67",0,"man","singlewithDependent","noHS"
"latino","inc67",0,"man","singlewithDependent","noHS"
"other","inc67",0,"man","singlewithDependent","noHS"
"white","inc67",0,"woman","singlewithDependent","noHS"
"black","inc67",0,"woman","singlewithDependent","noHS"
"latino","inc67",0,"woman","singlewithDependent","noHS"
"other","inc67",0,"woman","singlewithDependent","noHS"
"white","inc67",0,"man","Couple","noHS"
"black","inc67",0,"man","Couple","noHS"
"latino","inc67",0,"man","Couple","noHS"
"other","inc67",0,"man","Couple","noHS"
"white","inc67",0,"woman","Couple","noHS"
"black","inc67",0,"woman","Couple","noHS"
"latino","inc67",0,"woman","Couple","noHS"
"other","inc67",0,"woman","Couple","noHS"
"white","inc67",0,"man","single","HS"
"black","inc67",0,"man","single","HS"
"latino","inc67",0,"man","single","HS"
"other","inc67",0,"man","single","HS"
"white","inc67",0,"woman","single","HS"
"black","inc67",0,"woman","single","HS"
"latino","inc67",0,"woman","single","HS"
"other","inc67",0,"woman","single","HS"
"white","inc67",0,"man","singlewithDependent","HS"
"black","inc67",0,"man","singlewithDependent","HS"
"latino","inc67",0,"man","singlewithDependent","HS"
"other","inc67",0,"man","singlewithDependent","HS"
"white","inc67",0,"woman","singlewithDependent","HS"
"black","inc67",0,"woman","singlewithDependent","HS"
"latino","inc67",0,"woman","singlewithDependent","HS"
"other","inc67",0,"woman","singlewithDependent","HS"
"white","inc67",0,"man","Couple","HS"
"black","inc67",0,"man","Couple","HS"
"latino","inc67",0,"man","Couple","HS"
"other","inc67",0,"man","Couple","HS"
"white","inc67",0,"woman","Couple","HS"
"black","inc67",0,"woman","Couple","HS"
"latino","inc67",0,"woman","Couple","HS"
"other","inc67",0,"woman","Couple","HS"
"white","inc67",0,"man","single","someCollege"
"black","inc67",0,"man","single","someCollege"
"latino","inc67",0,"man","single","someCollege"
"other","inc67",0,"man","single","someCollege"
"white","inc67",0,"woman","single","someCollege"
"black","inc67",0,"woman","single","someCollege"
"latino","inc67",0,"woman","single","someCollege"
"other","inc67",0,"woman","single","someCollege"
"white","inc67",0,"man","singlewithDependent","someCollege"
"black","inc67",0,"man","singlewithDependent","someCollege"
"latino","inc67",0,"man","singlewithDependent","someCollege"
"other","inc67",0,"man","singlewithDependent","someCollege"
"white","inc67",0,"woman","singlewithDependent","someCollege"
"black","inc67",0,"woman","singlewithDependent","someCollege"
"latino","inc67",0,"woman","singlewithDependent","someCollege"
"other","inc67",0,"woman","singlewithDependent","someCollege"
"white","inc67",0,"man","Couple","someCollege"
"black","inc67",0,"man","Couple","someCollege"
"latino","inc67",0,"man","Couple","someCollege"
"other","inc67",0,"man","Couple","someCollege"
"white","inc67",0,"woman","Couple","someCollege"
"black","inc67",0,"woman","Couple","someCollege"
"latino","inc67",0,"woman","Couple","someCollege"
"other","inc67",0,"woman","Couple","someCollege"
"white","inc67",0,"man","single","BA"
"black","inc67",0,"man","single","BA"
"latino","inc67",0,"man","single","BA"
"other","inc67",0,"man","single","BA"
"white","inc67",0,"woman","single","BA"
"black","inc67",0,"woman","single","BA"
"latino","inc67",0,"woman","single","BA"
"other","inc67",0,"woman","single","BA"
"white","inc67",0,"man","singlewithDependent","BA"
"black","inc67",0,"man","singlewithDependent","BA"
"latino","inc67",0,"man","singlewithDependent","BA"
"other","inc67",0,"man","singlewithDependent","BA"
"white","inc67",0,"woman","singlewithDependent","BA"
"black","inc67",0,"woman","singlewithDependent","BA"
"latino","inc67",0,"woman","singlewithDependent","BA"
"other","inc67",0,"woman","singlewithDependent","BA"
"white","inc67",0,"man","Couple","BA"
"black","inc67",0,"man","Couple","BA"
"latino","inc67",0,"man","Couple","BA"
"other","inc67",1,"man","Couple","BA"
"white","inc67",0,"woman","Couple","BA"
"black","inc67",0,"woman","Couple","BA"
"latino","inc67",0,"woman","Couple","BA"
"other","inc67",1,"woman","Couple","BA"
"white","inc67",0,"man","single","grad"
"black","inc67",0,"man","single","grad"
"latino","inc67",0,"man","single","grad"
"other","inc67",0,"man","single","grad"
"white","inc67",0,"woman","single","grad"
"black","inc67",0,"woman","single","grad"
"latino","inc67",0,"woman","single","grad"
"other","inc67",0,"woman","single","grad"
"white","inc67",0,"man","singlewithDependent","grad"
"black","inc67",0,"man","singlewithDependent","grad"
"latino","inc67",0,"man","singlewithDependent","grad"
"other","inc67",0,"man","singlewithDependent","grad"
"white","inc67",0,"woman","singlewithDependent","grad"
"black","inc67",0,"woman","singlewithDependent","grad"
"latino","inc67",0,"woman","singlewithDependent","grad"
"other","inc67",0,"woman","singlewithDependent","grad"
"white","inc67",0,"man","Couple","grad"
"black","inc67",0,"man","Couple","grad"
"latino","inc67",0,"man","Couple","grad"
"other","inc67",0,"man","Couple","grad"
"white","inc67",0,"woman","Couple","grad"
"black","inc67",0,"woman","Couple","grad"
"latino","inc67",0,"woman","Couple","grad"
"other","inc67",0,"woman","Couple","grad"
"white","inc78",0,"man","single","noHS"
"black","inc78",0,"man","single","noHS"
"latino","inc78",0,"man","single","noHS"
"other","inc78",0,"man","single","noHS"
"white","inc78",0,"woman","single","noHS"
"black","inc78",0,"woman","single","noHS"
"latino","inc78",0,"woman","single","noHS"
"other","inc78",0,"woman","single","noHS"
"white","inc78",0,"man","singlewithDependent","noHS"
"black","inc78",0,"man","singlewithDependent","noHS"
"latino","inc78",0,"man","singlewithDependent","noHS"
"other","inc78",0,"man","singlewithDependent","noHS"
"white","inc78",0,"woman","singlewithDependent","noHS"
"black","inc78",0,"woman","singlewithDependent","noHS"
"latino","inc78",0,"woman","singlewithDependent","noHS"
"other","inc78",0,"woman","singlewithDependent","noHS"
"white","inc78",0,"man","Couple","noHS"
"black","inc78",0,"man","Couple","noHS"
"latino","inc78",0,"man","Couple","noHS"
"other","inc78",0,"man","Couple","noHS"
"white","inc78",0,"woman","Couple","noHS"
"black","inc78",0,"woman","Couple","noHS"
"latino","inc78",0,"woman","Couple","noHS"
"other","inc78",0,"woman","Couple","noHS"
"white","inc78",0,"man","single","HS"
"black","inc78",0,"man","single","HS"
"latino","inc78",0,"man","single","HS"
"other","inc78",0,"man","single","HS"
"white","inc78",0,"woman","single","HS"
"black","inc78",0,"woman","single","HS"
"latino","inc78",0,"woman","single","HS"
"other","inc78",0,"woman","single","HS"
"white","inc78",0,"man","singlewithDependent","HS"
"black","inc78",0,"man","singlewithDependent","HS"
"latino","inc78",0,"man","singlewithDependent","HS"
"other","inc78",0,"man","singlewithDependent","HS"
"white","inc78",0,"woman","singlewithDependent","HS"
"black","inc78",0,"woman","singlewithDependent","HS"
"latino","inc78",0,"woman","singlewithDependent","HS"
"other","inc78",0,"woman","singlewithDependent","HS"
"white","inc78",0,"man","Couple","HS"
"black","inc78",0,"man","Couple","HS"
"latino","inc78",0,"man","Couple","HS"
"other","inc78",0,"man","Couple","HS"
"white","inc78",0,"woman","Couple","HS"
"black","inc78",0,"woman","Couple","HS"
"latino","inc78",0,"woman","Couple","HS"
"other","inc78",0,"woman","Couple","HS"
"white","inc78",0,"man","single","someCollege"
"black","inc78",0,"man","single","someCollege"
"latino","inc78",0,"man","single","someCollege"
"other","inc78",0,"man","single","someCollege"
"white","inc78",0,"woman","single","someCollege"
"black","inc78",0,"woman","single","someCollege"
"latino","inc78",0,"woman","single","someCollege"
"other","inc78",0,"woman","single","someCollege"
"white","inc78",0,"man","singlewithDependent","someCollege"
"black","inc78",0,"man","singlewithDependent","someCollege"
"latino","inc78",0,"man","singlewithDependent","someCollege"
"other","inc78",0,"man","singlewithDependent","someCollege"
"white","inc78",0,"woman","singlewithDependent","someCollege"
"black","inc78",0,"woman","singlewithDependent","someCollege"
"latino","inc78",0,"woman","singlewithDependent","someCollege"
"other","inc78",0,"woman","singlewithDependent","someCollege"
"white","inc78",0,"man","Couple","someCollege"
"black","inc78",0,"man","Couple","someCollege"
"latino","inc78",0,"man","Couple","someCollege"
"other","inc78",0,"man","Couple","someCollege"
"white","inc78",0,"woman","Couple","someCollege"
"black","inc78",0,"woman","Couple","someCollege"
"latino","inc78",0,"woman","Couple","someCollege"
"other","inc78",0,"woman","Couple","someCollege"
"white","inc78",0,"man","single","BA"
"black","inc78",0,"man","single","BA"
"latino","inc78",0,"man","single","BA"
"other","inc78",0,"man","single","BA"
"white","inc78",0,"woman","single","BA"
"black","inc78",0,"woman","single","BA"
"latino","inc78",0,"woman","single","BA"
"other","inc78",0,"woman","single","BA"
"white","inc78",0,"man","singlewithDependent","BA"
"black","inc78",0,"man","singlewithDependent","BA"
"latino","inc78",0,"man","singlewithDependent","BA"
"other","inc78",0,"man","singlewithDependent","BA"
"white","inc78",0,"woman","singlewithDependent","BA"
"black","inc78",0,"woman","singlewithDependent","BA"
"latino","inc78",0,"woman","singlewithDependent","BA"
"other","inc78",0,"woman","singlewithDependent","BA"
